S.No.,filename,Length (cm),Original Length,ratio
414,DSC04820.JPG,21.11374997,5.39,3.917207787
415,DSC04821.JPG,21.82812497,5.39,4.049744892
416,DSC04822.JPG,20.47874997,5.25,3.90071428
417,DSC04823.JPG,20.45229164,5.25,3.895674598
418,DSC04824.JPG,21.40479164,4.89,4.377258004
419,DSC04825.JPG,20.47874997,4.89,4.187883429
420,DSC04826.JPG,21.37833331,4.6,4.647463763
421,DSC04827.JPG,20.47874997,4.6,4.451902167
422,DSC04828.JPG,20.50520831,5.11,4.012760922
423,DSC04829.JPG,19.89666664,5.11,3.893672532
424,DSC04830.JPG,22.75416664,5.15,4.418284784
425,DSC04831.JPG,22.27791664,5.15,4.325809056
426,DSC04832.JPG,20.95499997,4.91,4.267820768
427,DSC04833.JPG,20.50520831,4.91,4.176213505
428,DSC04834.JPG,21.80166664,5.01,4.351630068
429,DSC04835.JPG,21.37833331,5.01,4.267132397
430,DSC04836.JPG,19.07645831,5.08,3.755208329
431,DSC04837.JPG,19.10291664,5.08,3.760416661
432,DSC04838.JPG,22.62187497,5.5,4.113068176
433,DSC04839.JPG,23.17749997,5.5,4.214090904
434,DSC04840.JPG,22.25145831,5.15,4.320671517
435,DSC04842.JPG,21.37833331,5.15,4.151132682
436,DSC04843.JPG,21.88104164,5.39,4.059562456
437,DSC04844.JPG,20.98145831,5.39,3.892663879
438,DSC04845.JPG,21.35187497,4.69,4.552638586
439,DSC04846.JPG,20.42583331,4.69,4.355188339
440,DSC04847.JPG,21.82812497,5.52,3.954370466
441,DSC04848.JPG,21.37833331,5.52,3.872886469
442,DSC04849.JPG,22.7277083,4.95,4.591456222
443,DSC04850.JPG,22.78062497,4.95,4.602146459
444,DSC04851.JPG,19.55270831,5.2,3.760136213
445,DSC04852.JPG,19.55270831,5.2,3.760136213
446,DSC04853.JPG,20.92854164,5.08,4.119791661
447,DSC04854.JPG,20.45229164,5.08,4.026041661
448,DSC04856.JPG,21.82812497,5.26,4.149833644
449,DSC04857.JPG,22.27791664,5.26,4.235345369
450,DSC04858.JPG,23.0452083,5.65,4.078797929
451,DSC04860.JPG,23.07166664,5.65,4.083480821
452,DSC04861.JPG,23.65374997,5.15,4.592961159
453,DSC04862.JPG,22.27791664,5.15,4.325809056
454,DSC04863.JPG,21.85458331,4.76,4.591299015
455,DSC04864.JPG,21.82812497,4.76,4.58574054
456,DSC04865.JPG,20.42583331,5.46,3.740995112
457,DSC04866.JPG,21.82812497,5.46,3.997825086
458,DSC04867.JPG,24.10354164,5.45,4.422668191
459,DSC04868.JPG,22.27791664,5.45,4.087691127
460,DSC04869.JPG,20.92854164,5.24,3.993996496
461,DSC04870.JPG,20.34645831,5.24,3.882911891
462,DSC04871.JPG,21.32541664,4.8,4.442795133
463,DSC04873.JPG,21.37833331,4.8,4.45381944
464,DSC04874.JPG,20.95499997,4.94,4.241902828
465,DSC04875.JPG,20.79624997,4.94,4.2097672
466,DSC04876.JPG,21.27249997,5.05,4.212376232
467,DSC04877.JPG,21.82812497,5.05,4.322400984
468,DSC04879.JPG,20.00249997,4.7,4.255851057
469,DSC04880.JPG,20.47874997,4.7,4.357180845
470,DSC04881.JPG,20.92854164,5.22,4.009299165
471,DSC04882.JPG,21.11374997,5.22,4.044779688
472,DSC04887.JPG,18.67958331,5.35,3.491510899
473,DSC04888.JPG,19.57916664,5.35,3.659657316
474,DSC04889.JPG,22.7277083,5.21,4.36232405
475,DSC04890.JPG,23.6008333,5.21,4.529910422
476,DSC04891.JPG,23.17749997,4.28,5.415303731
477,DSC04892.JPG,22.75416664,4.28,5.316394075
478,DSC04893.JPG,22.70124997,5.2,4.365624994
479,DSC04894.JPG,21.58999997,5.2,4.151923071
480,DSC04895.JPG,21.80166664,4.9,4.449319722
481,DSC04896.JPG,20.90208331,4.9,4.265731288
482,DSC04897.JPG,22.14562497,5.55,3.990202697
483,DSC04898.JPG,22.30437497,5.55,4.018806301
484,DSC04899.JPG,24.1564583,5.1,4.736560451
485,DSC04900.JPG,23.15104164,5.1,4.539419929
486,DSC04901.JPG,22.27791664,5.21,4.275991678
487,DSC04902.JPG,22.83354164,5.21,4.382637551
488,DSC04903.JPG,22.27791664,5.4,4.125540119
489,DSC04904.JPG,21.90749997,5.4,4.056944439
490,DSC04905.JPG,22.27791664,5.18,4.300756108
491,DSC04906.JPG,21.82812497,5.18,4.213923739
492,DSC04907.JPG,20.45229164,5.38,3.801541197
493,DSC04908.JPG,20.87562497,5.38,3.88022769
